date,ticker,trend
2020-11-01,AAL,21
2020-11-08,AAL,44
2020-11-15,AAL,36
2020-11-22,AAL,39
2020-11-29,AAL,45
2020-12-06,AAL,50
2020-12-13,AAL,44
2020-12-20,AAL,36
2020-12-27,AAL,30
2021-01-03,AAL,31
2021-01-10,AAL,34
2021-01-17,AAL,26
2021-01-24,AAL,100
2021-01-31,AAL,48
2021-02-07,AAL,33
2021-02-14,AAL,28
2021-02-21,AAL,50
2021-02-28,AAL,38
2021-03-07,AAL,37
2021-03-14,AAL,43
2021-03-21,AAL,35
2021-03-28,AAL,28
2021-04-04,AAL,29
2021-04-11,AAL,27
2021-04-18,AAL,31
2021-04-25,AAL,27
2021-05-02,AAL,24
2021-05-09,AAL,23
2021-05-16,AAL,25
2021-05-23,AAL,25
2021-05-30,AAL,24
2021-06-06,AAL,21
2021-06-13,AAL,20
2021-06-20,AAL,22
2021-06-27,AAL,21
2021-07-04,AAL,18
2021-07-11,AAL,22
2021-07-18,AAL,26
2021-07-25,AAL,19
2021-08-01,AAL,20
2021-08-08,AAL,17
2021-08-15,AAL,20
2021-08-22,AAL,19
2021-08-29,AAL,14
2021-09-05,AAL,14
2021-09-12,AAL,15
2021-09-19,AAL,18
2021-09-26,AAL,17
2021-10-03,AAL,16
2021-10-10,AAL,15
2021-10-17,AAL,15
2021-10-24,AAL,15
2021-10-31,AAL,18
2021-11-07,AAL,16
2021-11-14,AAL,15
2021-11-21,AAL,15
2021-11-28,AAL,22
2021-12-05,AAL,20
2021-12-12,AAL,17
2021-12-19,AAL,16
2021-12-26,AAL,15
2022-01-02,AAL,16
2022-01-09,AAL,13
2022-01-16,AAL,14
2022-01-23,AAL,16
2022-01-30,AAL,15
2022-02-06,AAL,18
2022-02-13,AAL,17
2022-02-20,AAL,14
2022-02-27,AAL,16
2022-03-06,AAL,20
2022-03-13,AAL,19
2022-03-20,AAL,16
2022-03-27,AAL,16
2022-04-03,AAL,14
2022-04-10,AAL,14
2022-04-17,AAL,21
2022-04-24,AAL,14
2022-05-01,AAL,11
2022-05-08,AAL,13
2022-05-15,AAL,12
2022-05-22,AAL,12
2022-05-29,AAL,11
2022-06-05,AAL,12
2022-06-12,AAL,15
2022-06-19,AAL,12
2022-06-26,AAL,14
2022-07-03,AAL,11
2022-07-10,AAL,13
2022-07-17,AAL,15
2022-07-24,AAL,12
2022-07-31,AAL,12
2022-08-07,AAL,11
2022-08-14,AAL,11
2022-08-21,AAL,10
2022-08-28,AAL,9
2022-09-04,AAL,9
2022-09-11,AAL,9
2022-09-18,AAL,10
2022-09-25,AAL,10
2022-10-02,AAL,10
2022-10-09,AAL,10
2022-10-16,AAL,13
2022-10-23,AAL,10
2022-10-30,AAL,9
2022-11-06,AAL,8
2022-11-13,AAL,8
2022-11-20,AAL,7
2022-11-27,AAL,7
2022-12-04,AAL,8
2022-12-11,AAL,9
2022-12-18,AAL,8
2022-12-25,AAL,8
2023-01-01,AAL,7
2023-01-08,AAL,12
2023-01-15,AAL,11
2023-01-22,AAL,12
2023-01-29,AAL,10
2023-02-05,AAL,10
2023-02-12,AAL,9
2023-02-19,AAL,8
2023-02-26,AAL,8
2023-03-05,AAL,8
2023-03-12,AAL,9
2023-03-19,AAL,8
2023-03-26,AAL,8
2023-04-02,AAL,8
2023-04-09,AAL,12
2023-04-16,AAL,11
2023-04-23,AAL,11
2023-04-30,AAL,8
2023-05-07,AAL,10
2023-05-14,AAL,9
2023-05-21,AAL,9
2023-05-28,AAL,9
2023-06-04,AAL,10
2023-06-11,AAL,11
2023-06-18,AAL,8
2023-06-25,AAL,12
2023-07-02,AAL,9
2023-07-09,AAL,13
2023-07-16,AAL,14
2023-07-23,AAL,12
2023-07-30,AAL,9
2023-08-06,AAL,9
2023-08-13,AAL,8
2023-08-20,AAL,9
2023-08-27,AAL,7
2023-09-03,AAL,7
2023-09-10,AAL,8
2023-09-17,AAL,8
2023-09-24,AAL,8
2023-10-01,AAL,8
2023-10-08,AAL,9
2023-10-15,AAL,11
2023-10-22,AAL,8
2023-10-29,AAL,10
2023-11-05,AAL,9
2023-11-12,AAL,9
2023-11-19,AAL,8
2023-11-26,AAL,9
2023-12-03,AAL,11
2023-12-10,AAL,11
2023-12-17,AAL,9
2023-12-24,AAL,8
2023-12-31,AAL,8
2024-01-07,AAL,11
2024-01-14,AAL,9
2024-01-21,AAL,14
2024-01-28,AAL,11
2024-02-04,AAL,9
2024-02-11,AAL,8
2024-02-18,AAL,8
2024-02-25,AAL,8
2024-03-03,AAL,9
2024-03-10,AAL,8
2024-03-17,AAL,8
2024-03-24,AAL,7
2024-03-31,AAL,7
2024-04-07,AAL,8
2024-04-14,AAL,9
2024-04-21,AAL,10
2024-04-28,AAL,8
2024-05-05,AAL,8
2024-05-12,AAL,8
2024-05-19,AAL,8
2024-05-26,AAL,14
2024-06-02,AAL,12
2024-06-09,AAL,10
2024-06-16,AAL,9
2024-06-23,AAL,9
2024-06-30,AAL,9
2024-07-07,AAL,12
2024-07-14,AAL,13
2024-07-21,AAL,14
2024-07-28,AAL,11
2024-08-04,AAL,12
2024-08-11,AAL,9
2024-08-18,AAL,10
2024-08-25,AAL,9
2024-09-01,AAL,8
2024-09-08,AAL,9
2024-09-15,AAL,9
2024-09-22,AAL,9
2024-09-29,AAL,9
2024-10-06,AAL,9
2024-10-13,AAL,10
2024-10-20,AAL,11
2024-10-27,AAL,9
2024-11-03,AAL,9
2024-11-10,AAL,8
2024-11-17,AAL,8
2024-11-24,AAL,7
2024-12-01,AAL,11
2024-12-08,AAL,10
2024-12-15,AAL,8
2024-12-22,AAL,7
2024-12-29,AAL,7
2025-01-05,AAL,9
2025-01-12,AAL,9
2025-01-19,AAL,12
2025-01-26,AAL,14
2025-02-02,AAL,8
2025-02-09,AAL,8
2025-02-16,AAL,7
2025-02-23,AAL,8
2025-03-02,AAL,8
2025-03-09,AAL,12
2025-03-16,AAL,11
2025-03-23,AAL,9
2025-03-30,AAL,13
2025-04-06,AAL,16
2025-04-13,AAL,10
2025-04-20,AAL,13
2025-04-27,AAL,11
2025-05-04,AAL,10
2025-05-11,AAL,11
2025-05-18,AAL,9
2025-05-25,AAL,8
2025-06-01,AAL,8
2025-06-08,AAL,10
2025-06-15,AAL,8
2025-06-22,AAL,10
2025-06-29,AAL,8
2025-07-06,AAL,12
2025-07-13,AAL,11
2025-07-20,AAL,14
2025-07-27,AAL,11
2025-08-03,AAL,9
2025-08-10,AAL,10
2025-08-17,AAL,8
2025-08-24,AAL,9
2025-08-31,AAL,8
2025-09-07,AAL,8
2025-09-14,AAL,9
2025-09-21,AAL,8
2025-09-28,AAL,8
2025-10-05,AAL,9
2025-10-12,AAL,8
2020-10-11,AAN,46
2020-10-18,AAN,44
2020-10-25,AAN,44
2020-11-01,AAN,35
2020-11-08,AAN,39
2020-11-15,AAN,41
2020-11-22,AAN,40
2020-11-29,AAN,46
2020-12-06,AAN,42
2020-12-13,AAN,41
2020-12-20,AAN,37
2020-12-27,AAN,43
2021-01-03,AAN,38
2021-01-10,AAN,44
2021-01-17,AAN,42
2021-01-24,AAN,53
2021-01-31,AAN,51
2021-02-07,AAN,49
2021-02-14,AAN,46
2021-02-21,AAN,43
2021-02-28,AAN,40
2021-03-07,AAN,40
2021-03-14,AAN,39
2021-03-21,AAN,41
2021-03-28,AAN,47
2021-04-04,AAN,47
2021-04-11,AAN,50
2021-04-18,AAN,58
2021-04-25,AAN,45
2021-05-02,AAN,43
2021-05-09,AAN,47
2021-05-16,AAN,46
2021-05-23,AAN,47
2021-05-30,AAN,46
2021-06-06,AAN,48
2021-06-13,AAN,45
2021-06-20,AAN,45
2021-06-27,AAN,48
2021-07-04,AAN,44
2021-07-11,AAN,45
2021-07-18,AAN,43
2021-07-25,AAN,46
2021-08-01,AAN,43
2021-08-08,AAN,48
2021-08-15,AAN,50
2021-08-22,AAN,47
2021-08-29,AAN,45
2021-09-05,AAN,49
2021-09-12,AAN,45
2021-09-19,AAN,44
2021-09-26,AAN,52
2021-10-03,AAN,50
2021-10-10,AAN,54
2021-10-17,AAN,50
2021-10-24,AAN,53
2021-10-31,AAN,49
2021-11-07,AAN,53
2021-11-14,AAN,48
2021-11-21,AAN,45
2021-11-28,AAN,43
2021-12-05,AAN,41
2021-12-12,AAN,42
2021-12-19,AAN,39
2021-12-26,AAN,37
2022-01-02,AAN,42
2022-01-09,AAN,38
2022-01-16,AAN,35
2022-01-23,AAN,34
2022-01-30,AAN,38
2022-02-06,AAN,40
2022-02-13,AAN,41
2022-02-20,AAN,37
2022-02-27,AAN,39
2022-03-06,AAN,40
2022-03-13,AAN,40
2022-03-20,AAN,40
2022-03-27,AAN,44
2022-04-03,AAN,48
2022-04-10,AAN,40
2022-04-17,AAN,38
2022-04-24,AAN,34
2022-05-01,AAN,35
2022-05-08,AAN,36
2022-05-15,AAN,33
2022-05-22,AAN,36
2022-05-29,AAN,35
2022-06-05,AAN,38
2022-06-12,AAN,41
2022-06-19,AAN,42
2022-06-26,AAN,38
2022-07-03,AAN,38
2022-07-10,AAN,42
2022-07-17,AAN,38
2022-07-24,AAN,39
2022-07-31,AAN,39
2022-08-07,AAN,39
2022-08-14,AAN,43
2022-08-21,AAN,35
2022-08-28,AAN,38
2022-09-04,AAN,37
2022-09-11,AAN,36
2022-09-18,AAN,36
2022-09-25,AAN,35
2022-10-02,AAN,38
2022-10-09,AAN,42
2022-10-16,AAN,39
2022-10-23,AAN,41
2022-10-30,AAN,35
2022-11-06,AAN,34
2022-11-13,AAN,35
2022-11-20,AAN,37
2022-11-27,AAN,32
2022-12-04,AAN,36
2022-12-11,AAN,38
2022-12-18,AAN,35
2022-12-25,AAN,36
2023-01-01,AAN,37
2023-01-08,AAN,41
2023-01-15,AAN,42
2023-01-22,AAN,44
2023-01-29,AAN,39
2023-02-05,AAN,39
2023-02-12,AAN,36
2023-02-19,AAN,41
2023-02-26,AAN,38
2023-03-05,AAN,39
2023-03-12,AAN,42
2023-03-19,AAN,40
2023-03-26,AAN,40
2023-04-02,AAN,44
2023-04-09,AAN,40
2023-04-16,AAN,58
2023-04-23,AAN,59
2023-04-30,AAN,40
2023-05-07,AAN,42
2023-05-14,AAN,42
2023-05-21,AAN,41
2023-05-28,AAN,41
2023-06-04,AAN,39
2023-06-11,AAN,41
2023-06-18,AAN,39
2023-06-25,AAN,40
2023-07-02,AAN,40
2023-07-09,AAN,42
2023-07-16,AAN,40
2023-07-23,AAN,60
2023-07-30,AAN,43
2023-08-06,AAN,42
2023-08-13,AAN,46
2023-08-20,AAN,43
2023-08-27,AAN,44
2023-09-03,AAN,47
2023-09-10,AAN,42
2023-09-17,AAN,53
2023-09-24,AAN,53
2023-10-01,AAN,44
2023-10-08,AAN,42
2023-10-15,AAN,46
2023-10-22,AAN,45
2023-10-29,AAN,44
2023-11-05,AAN,40
2023-11-12,AAN,37
2023-11-19,AAN,39
2023-11-26,AAN,37
2023-12-03,AAN,38
2023-12-10,AAN,42
2023-12-17,AAN,39
2023-12-24,AAN,46
2023-12-31,AAN,44
2024-01-07,AAN,46
2024-01-14,AAN,45
2024-01-21,AAN,46
2024-01-28,AAN,48
2024-02-04,AAN,46
2024-02-11,AAN,42
2024-02-18,AAN,45
2024-02-25,AAN,49
2024-03-03,AAN,48
2024-03-10,AAN,46
2024-03-17,AAN,45
2024-03-24,AAN,48
2024-03-31,AAN,51
2024-04-07,AAN,59
2024-04-14,AAN,60
2024-04-21,AAN,45
2024-04-28,AAN,43
2024-05-05,AAN,46
2024-05-12,AAN,43
2024-05-19,AAN,43
2024-05-26,AAN,41
2024-06-02,AAN,41
2024-06-09,AAN,44
2024-06-16,AAN,48
2024-06-23,AAN,48
2024-06-30,AAN,42
2024-07-07,AAN,42
2024-07-14,AAN,47
2024-07-21,AAN,51
2024-07-28,AAN,48
2024-08-04,AAN,44
2024-08-11,AAN,42
2024-08-18,AAN,49
2024-08-25,AAN,45
2024-09-01,AAN,43
2024-09-08,AAN,42
2024-09-15,AAN,49
2024-09-22,AAN,44
2024-09-29,AAN,47
2024-10-06,AAN,47
2024-10-13,AAN,47
2024-10-20,AAN,55
2024-10-27,AAN,43
2024-11-03,AAN,43
2024-11-10,AAN,45
2024-11-17,AAN,48
2024-11-24,AAN,42
2024-12-01,AAN,44
2024-12-08,AAN,46
2024-12-15,AAN,45
2024-12-22,AAN,46
2024-12-29,AAN,47
2025-01-05,AAN,52
2025-01-12,AAN,55
2025-01-19,AAN,55
2025-01-26,AAN,48
2025-02-02,AAN,48
2025-02-09,AAN,49
2025-02-16,AAN,53
2025-02-23,AAN,55
2025-03-02,AAN,58
2025-03-09,AAN,51
2025-03-16,AAN,49
2025-03-23,AAN,59
2025-03-30,AAN,68
2025-04-06,AAN,66
2025-04-13,AAN,57
2025-04-20,AAN,57
2025-04-27,AAN,59
2025-05-04,AAN,65
2025-05-11,AAN,65
2025-05-18,AAN,51
2025-05-25,AAN,48
2025-06-01,AAN,48
2025-06-08,AAN,59
2025-06-15,AAN,61
2025-06-22,AAN,64
2025-06-29,AAN,49
2025-07-06,AAN,46
2025-07-13,AAN,60
2025-07-20,AAN,72
2025-07-27,AAN,100
2025-08-03,AAN,52
2025-08-10,AAN,48
2025-08-17,AAN,39
2025-08-24,AAN,40
2025-08-31,AAN,41
2025-09-07,AAN,40
2025-09-14,AAN,45
2025-09-21,AAN,44
2025-09-28,AAN,41
2025-10-05,AAN,44
2025-10-12,AAN,52
2020-10-11,AAOI,25
2020-10-18,AAOI,27
2020-10-25,AAOI,32
2020-11-01,AAOI,43
2020-11-08,AAOI,38
2020-11-15,AAOI,26
2020-11-22,AAOI,30
2020-11-29,AAOI,18
2020-12-06,AAOI,25
2020-12-13,AAOI,24
2020-12-20,AAOI,25
2020-12-27,AAOI,20
2021-01-03,AAOI,27
2021-01-10,AAOI,27
2021-01-17,AAOI,35
2021-01-24,AAOI,38
2021-01-31,AAOI,31
2021-02-07,AAOI,38
2021-02-14,AAOI,18
2021-02-21,AAOI,41
2021-02-28,AAOI,28
2021-03-07,AAOI,30
2021-03-14,AAOI,21
2021-03-21,AAOI,22
2021-03-28,AAOI,15
2021-04-04,AAOI,22
2021-04-11,AAOI,20
2021-04-18,AAOI,21
2021-04-25,AAOI,21
2021-05-02,AAOI,27
2021-05-09,AAOI,15
2021-05-16,AAOI,0
2021-05-23,AAOI,17
2021-05-30,AAOI,22
2021-06-06,AAOI,21
2021-06-13,AAOI,0
2021-06-20,AAOI,22
2021-06-27,AAOI,19
2021-07-04,AAOI,0
2021-07-11,AAOI,0
2021-07-18,AAOI,13
2021-07-25,AAOI,13
2021-08-01,AAOI,0
2021-08-08,AAOI,20
2021-08-15,AAOI,14
2021-08-22,AAOI,18
2021-08-29,AAOI,17
2021-09-05,AAOI,0
2021-09-12,AAOI,0
2021-09-19,AAOI,0
2021-09-26,AAOI,0
2021-10-03,AAOI,0
2021-10-10,AAOI,16
2021-10-17,AAOI,0
2021-10-24,AAOI,0
2021-10-31,AAOI,37
2021-11-07,AAOI,25
2021-11-14,AAOI,13
2021-11-21,AAOI,17
2021-11-28,AAOI,12
2021-12-05,AAOI,18
2021-12-12,AAOI,15
2021-12-19,AAOI,0
2021-12-26,AAOI,0
2022-01-02,AAOI,19
2022-01-09,AAOI,0
2022-01-16,AAOI,16
2022-01-23,AAOI,25
2022-01-30,AAOI,16
2022-02-06,AAOI,0
2022-02-13,AAOI,13
2022-02-20,AAOI,12
2022-02-27,AAOI,15
2022-03-06,AAOI,15
2022-03-13,AAOI,18
2022-03-20,AAOI,0
2022-03-27,AAOI,0
2022-04-03,AAOI,0
2022-04-10,AAOI,0
2022-04-17,AAOI,15
2022-04-24,AAOI,0
2022-05-01,AAOI,18
2022-05-08,AAOI,10
2022-05-15,AAOI,0
2022-05-22,AAOI,0
2022-05-29,AAOI,11
2022-06-05,AAOI,14
2022-06-12,AAOI,18
2022-06-19,AAOI,0
2022-06-26,AAOI,14
2022-07-03,AAOI,0
2022-07-10,AAOI,12
2022-07-17,AAOI,0
2022-07-24,AAOI,0
2022-07-31,AAOI,17
2022-08-07,AAOI,26
2022-08-14,AAOI,22
2022-08-21,AAOI,17
2022-08-28,AAOI,12
2022-09-04,AAOI,0
2022-09-11,AAOI,49
2022-09-18,AAOI,34
2022-09-25,AAOI,18
2022-10-02,AAOI,13
2022-10-09,AAOI,0
2022-10-16,AAOI,0
2022-10-23,AAOI,0
2022-10-30,AAOI,16
2022-11-06,AAOI,0
2022-11-13,AAOI,0
2022-11-20,AAOI,0
2022-11-27,AAOI,0
2022-12-04,AAOI,11
2022-12-11,AAOI,0
2022-12-18,AAOI,11
2022-12-25,AAOI,0
2023-01-01,AAOI,0
2023-01-08,AAOI,0
2023-01-15,AAOI,0
2023-01-22,AAOI,0
2023-01-29,AAOI,16
2023-02-05,AAOI,12
2023-02-12,AAOI,0
2023-02-19,AAOI,0
2023-02-26,AAOI,11
2023-03-05,AAOI,10
2023-03-12,AAOI,0
2023-03-19,AAOI,17
2023-03-26,AAOI,23
2023-04-02,AAOI,0
2023-04-09,AAOI,12
2023-04-16,AAOI,0
2023-04-23,AAOI,0
2023-04-30,AAOI,11
2023-05-07,AAOI,0
2023-05-14,AAOI,11
2023-05-21,AAOI,12
2023-05-28,AAOI,13
2023-06-04,AAOI,21
2023-06-11,AAOI,34
2023-06-18,AAOI,42
2023-06-25,AAOI,38
2023-07-02,AAOI,56
2023-07-09,AAOI,96
2023-07-16,AAOI,49
2023-07-23,AAOI,54
2023-07-30,AAOI,63
2023-08-06,AAOI,82
2023-08-13,AAOI,78
2023-08-20,AAOI,77
2023-08-27,AAOI,41
2023-09-03,AAOI,39
2023-09-10,AAOI,47
2023-09-17,AAOI,41
2023-09-24,AAOI,31
2023-10-01,AAOI,37
2023-10-08,AAOI,39
2023-10-15,AAOI,24
2023-10-22,AAOI,25
2023-10-29,AAOI,26
2023-11-05,AAOI,35
2023-11-12,AAOI,31
2023-11-19,AAOI,30
2023-11-26,AAOI,35
2023-12-03,AAOI,50
2023-12-10,AAOI,71
2023-12-17,AAOI,47
2023-12-24,AAOI,40
2023-12-31,AAOI,36
2024-01-07,AAOI,40
2024-01-14,AAOI,39
2024-01-21,AAOI,47
2024-01-28,AAOI,40
2024-02-04,AAOI,43
2024-02-11,AAOI,54
2024-02-18,AAOI,100
2024-02-25,AAOI,71
2024-03-03,AAOI,34
2024-03-10,AAOI,45
2024-03-17,AAOI,23
2024-03-24,AAOI,17
2024-03-31,AAOI,19
2024-04-07,AAOI,19
2024-04-14,AAOI,23
2024-04-21,AAOI,31
2024-04-28,AAOI,0
2024-05-05,AAOI,42
2024-05-12,AAOI,26
2024-05-19,AAOI,25
2024-05-26,AAOI,19
2024-06-02,AAOI,25
2024-06-09,AAOI,21
2024-06-16,AAOI,22
2024-06-23,AAOI,17
2024-06-30,AAOI,40
2024-07-07,AAOI,26
2024-07-14,AAOI,28
2024-07-21,AAOI,25
2024-07-28,AAOI,28
2024-08-04,AAOI,40
2024-08-11,AAOI,32
2024-08-18,AAOI,19
2024-08-25,AAOI,24
2024-09-01,AAOI,26
2024-09-08,AAOI,38
2024-09-15,AAOI,21
2024-09-22,AAOI,23
2024-09-29,AAOI,20
2024-10-06,AAOI,24
2024-10-13,AAOI,39
2024-10-20,AAOI,13
2024-10-27,AAOI,22
2024-11-03,AAOI,59
2024-11-10,AAOI,41
2024-11-17,AAOI,64
2024-11-24,AAOI,52
2024-12-01,AAOI,69
2024-12-08,AAOI,72
2024-12-15,AAOI,48
2024-12-22,AAOI,37
2024-12-29,AAOI,24
2025-01-05,AAOI,26
2025-01-12,AAOI,27
2025-01-19,AAOI,28
2025-01-26,AAOI,37
2025-02-02,AAOI,47
2025-02-09,AAOI,44
2025-02-16,AAOI,21
2025-02-23,AAOI,63
2025-03-02,AAOI,28
2025-03-09,AAOI,97
2025-03-16,AAOI,64
2025-03-23,AAOI,27
2025-03-30,AAOI,35
2025-04-06,AAOI,56
2025-04-13,AAOI,41
2025-04-20,AAOI,34
2025-04-27,AAOI,35
2025-05-04,AAOI,40
2025-05-11,AAOI,51
2025-05-18,AAOI,34
2025-05-25,AAOI,34
2025-06-01,AAOI,35
2025-06-08,AAOI,46
2025-06-15,AAOI,64
2025-06-22,AAOI,78
2025-06-29,AAOI,30
2025-07-06,AAOI,41
2025-07-13,AAOI,48
2025-07-20,AAOI,54
2025-07-27,AAOI,62
2025-08-03,AAOI,73
2025-08-10,AAOI,39
2025-08-17,AAOI,56
2025-08-24,AAOI,47
2025-08-31,AAOI,38
2025-09-07,AAOI,51
2025-09-14,AAOI,54
2025-09-21,AAOI,61
2025-09-28,AAOI,45
2025-10-05,AAOI,61
2025-10-12,AAOI,45
2020-10-11,AAP,29
2020-10-18,AAP,31
2020-10-25,AAP,30
2020-11-01,AAP,26
2020-11-08,AAP,30
2020-11-15,AAP,31
2020-11-22,AAP,24
2020-11-29,AAP,29
2020-12-06,AAP,29
2020-12-13,AAP,28
2020-12-20,AAP,23
2020-12-27,AAP,25
2021-01-03,AAP,28
2021-01-10,AAP,31
2021-01-17,AAP,31
2021-01-24,AAP,34
2021-01-31,AAP,32
2021-02-07,AAP,31
2021-02-14,AAP,29
2021-02-21,AAP,31
2021-02-28,AAP,30
2021-03-07,AAP,29
2021-03-14,AAP,29
2021-03-21,AAP,30
2021-03-28,AAP,30
2021-04-04,AAP,33
2021-04-11,AAP,33
